path,split,n_notes,keep_rate,collision_rate,wrap_rate,onset_mae_ms,onset_max_ms,velocity_exact_rate,residual_sigma_ms
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_05_Track05_wav.midi,train,7894,0.9946795034203192,0.0053204965796807705,0.0,7.54625081475195e-07,2.2803305910201743e-06,1.0,43.666233917991214
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_06_Track06_wav.midi,validation,1181,0.9974597798475868,0.002540220152413209,0.0,1.5649261094682337e-06,4.891742122481446e-06,1.0,95.45262527990025
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_08_Track08_wav.midi,test,2850,0.9852631578947368,0.014736842105263158,0.0,8.99998207567802e-07,2.731951553869294e-06,1.0,51.57348033369525
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_10_Track10_wav.midi,test,6369,0.9934055581723975,0.00659444182760245,0.0,6.819624247149859e-07,2.0348807083792053e-06,1.0,39.872717614572565
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_05_R1_2004_01_ORIG_MID--AUDIO_05_R1_2004_02_Track02_wav.midi,train,18947,0.9996833271758062,0.00031667282419380375,0.0,4.98047651516294e-07,1.4784404811507557e-06,1.0,28.644359089546597
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_05_R1_2004_01_ORIG_MID--AUDIO_05_R1_2004_03_Track03_wav.midi,train,5938,1.0,0.0,0.0,3.4819456142884995e-07,1.0429630492581055e-06,1.0,20.087176288951248
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_05_R1_2004_02-03_ORIG_MID--AUDIO_05_R1_2004_06_Track06_wav.midi,train,10034,0.9972094877416783,0.0027905122583217062,0.0,4.674466262464111e-07,1.4181296137394384e-06,1.0,27.340255269738332
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_02_Track02_wav.midi,train,3547,0.9701155906399774,0.029884409360022554,0.0,1.9521208851992177e-06,5.889546628168318e-06,1.0,114.27041108521094
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_04_Track04_wav.midi,train,6106,0.9975433999344907,0.002456600065509335,0.0,1.0258885522037213e-06,3.0785258786636405e-06,1.0,59.084566730959516
/Workspace/Users/Hadi.Mohebalizadeh@nike.com/Drafts/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_06_Track06_wav.midi,train,5271,0.9977233921457029,0.0022766078542970974,0.0,5.823135416002503e-07,1.7750494407664519e-06,1.0,34.2105459195929
